City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,Churn Reason,Monthly Charges Band,Tenure Years,Churn Risk,Customer Value
Johannesburg,93528,Female,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Yes,96,4265,Competitor had better devices,60 - 90,< 1 Year,High Risk,Medium Value
Keene,93531,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,90,4123,Competitor offered higher download speeds,60 - 90,< 1 Year,High Risk,Medium Value
Lake Hughes,93532,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,97,3074,Competitor offered more data,New Contract,< 1 Year,High Risk,Low Value
Lancaster,93535,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,100,4851,Competitor made better offer,0 - 30,< 1 Year,High Risk,Medium Value
Palmdale,93550,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,90,2881,Competitor had better devices,60 - 90,1 - 2 Years,High Risk,Low Value
Palmdale,93551,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,91,4662,Competitor had better devices,New Contract,4 - 5 Years,High Risk,Medium Value
Ridgecrest,93555,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,76,3378,Don't know,60 - 90,1 - 2 Years,High Risk,Low Value
Trona,93562,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,79,2412,Competitor offered higher download speeds,60 - 90,< 1 Year,High Risk,Low Value
Valyermo,93563,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,73,6452,Competitor offered higher download speeds,60 - 90,4 - 5 Years,High Risk,High Value
Palmdale,93591,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,70,4481,Competitor offered more data,100 plus,5 Years + ,High Risk,Medium Value
Ahwahnee,93601,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,98,3458,Competitor offered more data,60 - 90,< 1 Year,High Risk,Low Value
Big Creek,93605,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520,Yes,87,2679,Competitor offered more data,60 - 90,< 1 Year,High Risk,Low Value
Biola,93606,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,82,5003,Competitor made better offer,60 - 90,< 1 Year,High Risk,High Value
Dinuba,93618,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,81,5355,Competitor made better offer,0 - 30,< 1 Year,High Risk,High Value
Helm,93627,Female,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,100,4937,Price too high,New Contract,2 - 3 Years,High Risk,Medium Value
Kingsburg,93631,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,77,4810,Product dissatisfaction,0 - 30,< 1 Year,High Risk,Medium Value
Parlier,93648,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,75,2999,Service dissatisfaction,New Contract,2 - 3 Years,High Risk,Low Value
Sanger,93657,Male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,66,4917,Lack of self-service on Website,30 - 60 ,4 - 5 Years,High Risk,Medium Value
Shaver Lake,93664,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,85,2783,Network reliability,0 - 30,< 1 Year,High Risk,Low Value
South Dos Palos,93665,Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,82,2967,Limited range of services,0 - 30,1 - 2 Years,High Risk,Low Value
Squaw Valley,93675,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,95,4931,Lack of affordable download/upload speed,60 - 90,< 1 Year,High Risk,Medium Value
Fresno,93702,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137,Yes,71,4776,Long distance charges,New Contract,5 Years + ,High Risk,Medium Value
Fresno,93705,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,70,4203,Extra data charges,60 - 90,2 - 3 Years,High Risk,Medium Value
Fresno,93711,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,94,4639,Price too high,60 - 90,2 - 3 Years,High Risk,Medium Value
Fresno,93722,Male,No,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,95,4879,Product dissatisfaction,30 - 60 ,5 Years + ,High Risk,Medium Value
Salinas,93901,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,87,4160,Service dissatisfaction,60 - 90,< 1 Year,High Risk,Medium Value
Marina,93933,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,85,3968,Lack of self-service on Website,100 plus,1 - 2 Years,High Risk,Medium Value
Pacific Grove,93950,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,78,5403,Network reliability,0 - 30,< 1 Year,High Risk,High Value
Seaside,93955,Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,82,4429,Don't know,0 - 30,3 - 4 Years,High Risk,Medium Value
Daly City,94014,Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,72,3278,Competitor had better devices,0 - 30,< 1 Year,High Risk,Low Value
Half Moon Bay,94019,Female,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,93,4235,Competitor offered higher download speeds,New Contract,2 - 3 Years,High Risk,Medium Value
Loma Mar,94021,Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,90,4324,Competitor offered more data,60 - 90,< 1 Year,High Risk,Medium Value
Atherton,94027,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,78,4136,Competitor made better offer,100 plus,2 - 3 Years,High Risk,Medium Value
Millbrae,94030,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,92,3101,Competitor had better devices,New Contract,< 1 Year,High Risk,Low Value
Redwood City,94062,Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,86,4369,Competitor had better devices,100 plus,4 - 5 Years,High Risk,Medium Value
San Francisco,94104,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,66,5245,Competitor offered higher download speeds,100 plus,2 - 3 Years,High Risk,High Value
San Francisco,94105,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,92,2540,Competitor offered higher download speeds,New Contract,< 1 Year,High Risk,Low Value
San Francisco,94107,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,88,4713,Competitor offered higher download speeds,30 - 60 ,< 1 Year,High Risk,Medium Value
San Francisco,94108,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,98,3212,Competitor offered more data,New Contract,< 1 Year,High Risk,Low Value
San Francisco,94123,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,79,4062,Competitor offered more data,60 - 90,< 1 Year,High Risk,Medium Value
San Francisco,94127,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,89,5753,Competitor offered more data,60 - 90,< 1 Year,High Risk,High Value
San Francisco,94130,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,75,4509,Competitor made better offer,60 - 90,< 1 Year,High Risk,Medium Value
San Francisco,94132,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,65,5341,Competitor made better offer,60 - 90,< 1 Year,High Risk,High Value
Palo Alto,94304,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,84,4944,Price too high,60 - 90,< 1 Year,High Risk,Medium Value
San Mateo,94401,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94,773.65,Yes,71,2632,Product dissatisfaction,New Contract,< 1 Year,High Risk,Low Value
San Mateo,94402,Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,87,4626,Service dissatisfaction,60 - 90,1 - 2 Years,High Risk,Medium Value
Byron,94514,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,99,2651,Lack of self-service on Website,60 - 90,2 - 3 Years,High Risk,Low Value
Calistoga,94515,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,89,4800,Network reliability,60 - 90,1 - 2 Years,High Risk,Medium Value
Concord,94519,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,69,5863,Limited range of services,100 plus,3 - 4 Years,High Risk,High Value
Concord,94520,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,81,5000,Lack of affordable download/upload speed,0 - 30,< 1 Year,High Risk,High Value
Crockett,94525,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,87,4522,Long distance charges,60 - 90,< 1 Year,High Risk,Medium Value
Fairfield,94533,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,72,4512,Extra data charges,100 plus,5 Years + ,High Risk,Medium Value
Travis Afb,94535,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102,6529.25,Yes,87,5090,Price too high,100 plus,5 Years + ,High Risk,High Value
Fremont,94539,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,91,2026,Product dissatisfaction,New Contract,1 - 2 Years,High Risk,Low Value
Hayward,94544,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,79,6484,Service dissatisfaction,0 - 30,4 - 5 Years,High Risk,High Value
Hayward,94545,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,67,2554,Lack of self-service on Website,60 - 90,2 - 3 Years,High Risk,Low Value
Lafayette,94549,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,78,3599,Network reliability,30 - 60 ,< 1 Year,High Risk,Medium Value
Pinole,94564,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,86,6117,Don't know,100 plus,5 Years + ,High Risk,High Value
Pittsburg,94565,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,91,2704,Attitude of service provider,New Contract,< 1 Year,High Risk,Low Value
Pope Valley,94567,Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,93,5434,Attitude of support person,30 - 60 ,< 1 Year,High Risk,High Value
Port Costa,94569,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,75,2560,Attitude of support person,60 - 90,2 - 3 Years,High Risk,Low Value
Rio Vista,94571,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,81,4107,Attitude of support person,60 - 90,1 - 2 Years,High Risk,Medium Value
Deer Park,94576,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,83,5898,Don't know,60 - 90,2 - 3 Years,High Risk,High Value
Vallejo,94590,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,81,4448,Attitude of service provider,New Contract,3 - 4 Years,High Risk,Medium Value
Walnut Creek,94596,Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,68,4414,Attitude of service provider,30 - 60 ,< 1 Year,High Risk,Medium Value
Oakland,94601,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,87,4287,Attitude of support person,100 plus,2 - 3 Years,High Risk,Medium Value
Oakland,94602,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,81,5082,Competitor made better offer,60 - 90,< 1 Year,High Risk,High Value
Oakland,94611,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,68,3553,Moved,60 - 90,2 - 3 Years,High Risk,Medium Value
Oakland,94619,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,79,2905,Moved,60 - 90,< 1 Year,High Risk,Low Value
Berkeley,94703,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,66,4103,Moved,New Contract,1 - 2 Years,High Risk,Medium Value
Berkeley,94704,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,72,3666,Competitor had better devices,60 - 90,1 - 2 Years,High Risk,Medium Value
San Pablo,94806,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,86,5655,Competitor offered higher download speeds,30 - 60 ,< 1 Year,High Risk,High Value
San Rafael,94903,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,92,4174,Competitor offered more data,60 - 90,< 1 Year,High Risk,Medium Value
Bolinas,94924,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,84,5890,Competitor made better offer,0 - 30,< 1 Year,High Risk,High Value
Corte Madera,94925,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,87,4138,Competitor had better devices,60 - 90,< 1 Year,High Risk,Medium Value
Cotati,94931,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,73,5919,Competitor had better devices,60 - 90,< 1 Year,High Risk,High Value
Point Reyes Station,94956,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,71,5242,Competitor offered higher download speeds,60 - 90,< 1 Year,High Risk,High Value
San Anselmo,94960,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,69,3503,Competitor offered higher download speeds,0 - 30,< 1 Year,High Risk,Medium Value
Boulder Creek,95006,Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,70,5651,Competitor offered higher download speeds,New Contract,4 - 5 Years,High Risk,High Value
Capitola,95010,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165,Yes,65,3039,Competitor offered more data,60 - 90,< 1 Year,High Risk,Low Value
Cupertino,95014,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,69,5463,Competitor offered more data,30 - 60 ,4 - 5 Years,High Risk,High Value
Los Gatos,95032,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,72,2036,Competitor offered more data,60 - 90,1 - 2 Years,High Risk,Low Value
Milpitas,95035,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,86,4283,Competitor made better offer,100 plus,5 Years + ,High Risk,Medium Value
Morgan Hill,95037,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,85,5437,Competitor made better offer,0 - 30,< 1 Year,High Risk,High Value
Santa Clara,95050,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,80,3080,Price too high,30 - 60 ,3 - 4 Years,High Risk,Low Value
Santa Cruz,95060,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,91,4242,Product dissatisfaction,60 - 90,< 1 Year,High Risk,Medium Value
San Jose,95110,Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,89,5082,Service dissatisfaction,60 - 90,1 - 2 Years,High Risk,High Value
San Jose,95116,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,90,3525,Lack of self-service on Website,60 - 90,< 1 Year,High Risk,Medium Value
San Jose,95117,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,88,4026,Network reliability,60 - 90,4 - 5 Years,High Risk,Medium Value
San Jose,95123,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,96,3001,Limited range of services,0 - 30,< 1 Year,High Risk,Low Value
San Jose,95127,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,67,2349,Lack of affordable download/upload speed,100 plus,1 - 2 Years,High Risk,Low Value
Stockton,95202,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,71,3567,Long distance charges,60 - 90,< 1 Year,High Risk,Medium Value
Stockton,95204,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,95,3398,Extra data charges,0 - 30,< 1 Year,High Risk,Low Value
Stockton,95206,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,97,4367,Price too high,60 - 90,< 1 Year,High Risk,Medium Value
Stockton,95209,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,69,3548,Product dissatisfaction,New Contract,2 - 3 Years,High Risk,Medium Value
Stockton,95212,Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,97,2003,Service dissatisfaction,30 - 60 ,1 - 2 Years,High Risk,Low Value
Acampo,95220,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,91,4501,Lack of self-service on Website,New Contract,< 1 Year,High Risk,Medium Value
Arnold,95223,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,69,2806,Network reliability,30 - 60 ,< 1 Year,High Risk,Low Value
Campo Seco,95226,Male,No,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,71,3498,Don't know,New Contract,3 - 4 Years,High Risk,Low Value
Clements,95227,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,100,5797,Don't know,100 plus,< 1 Year,High Risk,High Value
French Camp,95231,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,88,5186,Don't know,60 - 90,1 - 2 Years,High Risk,High Value
Glencoe,95232,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,97,4548,Poor expertise of online support,60 - 90,< 1 Year,High Risk,Medium Value
Hathaway Pines,95233,Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,76,2850,Poor expertise of phone support,60 - 90,1 - 2 Years,High Risk,Low Value
Lockeford,95237,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,77,4669,Competitor had better devices,60 - 90,< 1 Year,High Risk,Medium Value
Lodi,95242,Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,86,2853,Competitor offered higher download speeds,0 - 30,1 - 2 Years,High Risk,Low Value
Murphys,95247,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,71,4995,Competitor offered more data,60 - 90,3 - 4 Years,High Risk,Medium Value
Wallace,95254,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,82,5421,Competitor made better offer,0 - 30,< 1 Year,High Risk,High Value
Atwater,95301,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,65,2404,Competitor had better devices,60 - 90,< 1 Year,High Risk,Low Value
Big Oak Flat,95305,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,68,5159,Competitor had better devices,60 - 90,< 1 Year,High Risk,High Value
Crows Landing,95313,Female,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,94,2322,Competitor offered higher download speeds,60 - 90,3 - 4 Years,High Risk,Low Value
Gustine,95322,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,100,2007,Competitor offered higher download speeds,60 - 90,< 1 Year,High Risk,Low Value
Hughson,95326,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,98,3545,Competitor offered higher download speeds,60 - 90,1 - 2 Years,High Risk,Medium Value
La Grange,95329,Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,82,4089,Competitor offered more data,New Contract,4 - 5 Years,High Risk,Medium Value
Lathrop,95330,Female,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,66,2825,Competitor offered more data,New Contract,1 - 2 Years,High Risk,Low Value
Mariposa,95338,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,78,2172,Competitor offered more data,60 - 90,< 1 Year,High Risk,Low Value
Merced,95348,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,78,5697,Competitor made better offer,New Contract,5 Years + ,High Risk,High Value
