LocationKey,state,country,market,region
875,Neuquén,Argentina,LATAM,South
887,Aragua,Venezuela,LATAM,South
889,Risaralda,Colombia,LATAM,South
895,Chocó,Colombia,LATAM,South
904,Antofagasta,Chile,LATAM,South
913,Chubut,Argentina,LATAM,South
917,Guárico,Venezuela,LATAM,South
925,Tarija,Bolivia,LATAM,South
929,Ucayali,Peru,LATAM,South
933,Nariño,Colombia,LATAM,South
936,Beni,Bolivia,LATAM,South
941,Táchira,Venezuela,LATAM,South
947,Tocantins,Brazil,LATAM,South
957,Norte de Santander,Colombia,LATAM,South
960,Jujuy,Argentina,LATAM,South
961,Córdoba,Colombia,LATAM,South
966,Corrientes,Argentina,LATAM,South
968,Espírito Santo,Brazil,LATAM,South
981,Vargas,Venezuela,LATAM,South
985,Caldas,Colombia,LATAM,South
988,Cojedes,Venezuela,LATAM,South
990,Sucre,Venezuela,LATAM,South
991,San Luis,Argentina,LATAM,South
993,Potosí,Bolivia,LATAM,South
998,Tarapacá,Chile,LATAM,South
999,Santa Cruz,Bolivia,LATAM,South
1002,Ica,Peru,LATAM,South
1010,Cochabamba,Bolivia,LATAM,South
1028,Callao,Peru,LATAM,South
1035,Nueva Esparta,Venezuela,LATAM,South
1036,Los Lagos,Chile,LATAM,South
1037,Loreto,Peru,LATAM,South
1047,Magallanes y Antártica Chilena,Chile,LATAM,South
1064,Catamarca,Argentina,LATAM,South
1067,Lima,Peru,LATAM,South
1072,Casanare,Colombia,LATAM,South
1076,Misiones,Argentina,LATAM,South
1078,Arauca,Colombia,LATAM,South
1083,Cajamarca,Peru,LATAM,South
1104,Los Rios,Ecuador,LATAM,South
1105,Yaracuy,Venezuela,LATAM,South
1109,Asunción,Paraguay,LATAM,South
1111,La Pampa,Argentina,LATAM,South
1114,Lambayeque,Peru,LATAM,South
1117,La Rioja,Argentina,LATAM,South
1121,Paysandú,Uruguay,LATAM,South
34,Kentucky,United States,US,South
41,Georgia,United States,US,South
59,Murcia,Spain,EU,South
64,Virginia,United States,US,South
65,Liguria,Italy,EU,South
75,Louisiana,United States,US,South
76,South Carolina,United States,US,South
90,Valenciana,Spain,EU,South
95,Sicily,Italy,EU,South
98,Lombardy,Italy,EU,South
107,Arkansas,United States,US,South
110,Tennessee,United States,US,South
111,Tuscany,Italy,EU,South
117,Florida,United States,US,South
120,Emilia-Romagna,Italy,EU,South
135,Lisboa,Portugal,EU,South
143,Madrid,Spain,EU,South
165,Andalusía,Spain,EU,South
168,Catalonia,Spain,EU,South
218,Lazio,Italy,EU,South
244,North Carolina,United States,US,South
273,Apulia,Italy,EU,South
278,Mississippi,United States,US,South
284,Sardinia,Italy,EU,South
302,Umbria,Italy,EU,South
314,Veneto,Italy,EU,South
328,Alabama,United States,US,South
331,Abruzzi,Italy,EU,South
333,Coimbra,Portugal,EU,South
339,Castile and León,Spain,EU,South
394,Porto,Portugal,EU,South
415,Castile-La Mancha,Spain,EU,South
426,Campania,Italy,EU,South
455,Ceuta,Spain,EU,South
479,Navarra,Spain,EU,South
551,Trentino-Alto Adige,Italy,EU,South
580,Piedmont,Italy,EU,South
584,Calabria,Italy,EU,South
586,Galicia,Spain,EU,South
650,Basque Country,Spain,EU,South
693,Cantabria,Spain,EU,South
728,Asturias,Spain,EU,South
794,Braga,Portugal,EU,South
817,Aveiro,Portugal,EU,South
832,Marche,Italy,EU,South
882,Friuli-Venezia Giulia,Italy,EU,South
883,Balearic Islands,Spain,EU,South
891,Extremadura,Spain,EU,South
898,Basilicata,Italy,EU,South
939,Melilla,Spain,EU,South
1123,Setúbal,Portugal,EU,South
11,Guatemala,Guatemala,LATAM,Central
22,Texas,United States,US,Central
26,Illinois,United States,US,Central
77,Estelí,Nicaragua,LATAM,Central
86,San Salvador,El Salvador,LATAM,Central
105,Managua,Nicaragua,LATAM,Central
108,Michigan,United States,US,Central
115,Santa Ana,El Salvador,LATAM,Central
127,Indiana,United States,US,Central
144,South Dakota,United States,US,Central
162,Panama,Panama,LATAM,Central
167,Wisconsin,United States,US,Central
191,Missouri,United States,US,Central
225,Matagalpa,Nicaragua,LATAM,Central
240,Cortés,Honduras,LATAM,Central
277,Minnesota,United States,US,Central
280,Escuintla,Guatemala,LATAM,Central
299,Iowa,United States,US,Central
305,Choluteca,Honduras,LATAM,Central
307,Francisco Morazán,Honduras,LATAM,Central
368,Yoro,Honduras,LATAM,Central
371,Huehuetenango,Guatemala,LATAM,Central
388,Chinandega,Nicaragua,LATAM,Central
443,Cuscatlán,El Salvador,LATAM,Central
466,Colón,Panama,LATAM,Central
482,Oklahoma,United States,US,Central
483,Atlántida,Honduras,LATAM,Central
506,La Libertad,El Salvador,LATAM,Central
525,Nebraska,United States,US,Central
593,Masaya,Nicaragua,LATAM,Central
597,León,Nicaragua,LATAM,Central
610,Kansas,United States,US,Central
611,Chimaltenango,Guatemala,LATAM,Central
617,Chiriquí,Panama,LATAM,Central
686,Sonsonate,El Salvador,LATAM,Central
720,Quezaltenango,Guatemala,LATAM,Central
770,Granada,Nicaragua,LATAM,Central
1070,North Dakota,United States,US,Central
19,Rhône-Alpes,France,EU,Central
28,Ile-de-France,France,EU,Central
36,Provence-Alpes-Côte d'Azur,France,EU,Central
43,Groningen,Netherlands,EU,Central
46,Midi-Pyrénées,France,EU,Central
63,Vienna,Austria,EU,Central
67,Lower Saxony,Germany,EU,Central
71,South Holland,Netherlands,EU,Central
82,Nord-Pas-de-Calais,France,EU,Central
109,North Rhine-Westphalia,Germany,EU,Central
112,Flemish Brabant,Belgium,EU,Central
114,Champagne-Ardenne,France,EU,Central
129,Poitou-Charentes,France,EU,Central
140,Languedoc-Roussillon,France,EU,Central
164,Saxony,Germany,EU,Central
166,Bavaria,Germany,EU,Central
175,Alsace,France,EU,Central
179,Hesse,Germany,EU,Central
180,Overijssel,Netherlands,EU,Central
184,Basel-Stadt,Switzerland,EU,Central
206,Burgundy,France,EU,Central
209,Zürich,Switzerland,EU,Central
219,Namur,Belgium,EU,Central
227,North Holland,Netherlands,EU,Central
231,Berlin,Germany,EU,Central
243,Pays de la Loire,France,EU,Central
252,Baden-Württemberg,Germany,EU,Central
262,Aquitaine,France,EU,Central
275,Saxony-Anhalt,Germany,EU,Central
285,Drenthe,Netherlands,EU,Central
291,Mecklenburg-Vorpommern,Germany,EU,Central
295,North Brabant,Netherlands,EU,Central
313,Geneva,Switzerland,EU,Central
322,Upper Normandy,France,EU,Central
347,Lorraine,France,EU,Central
349,Gelderland,Netherlands,EU,Central
350,Hamburg,Germany,EU,Central
354,Auvergne,France,EU,Central
355,Limousin,France,EU,Central
357,Brandenburg,Germany,EU,Central
374,Antwerp,Belgium,EU,Central
375,Picardy,France,EU,Central
379,Bremen,Germany,EU,Central
384,Thuringia,Germany,EU,Central
389,Centre,France,EU,Central
400,Utrecht,Netherlands,EU,Central
416,Brittany,France,EU,Central
430,Lower Normandy,France,EU,Central
454,East Flanders,Belgium,EU,Central
486,Rhineland-Palatinate,Germany,EU,Central
491,Limburg,Netherlands,EU,Central
512,Upper Austria,Austria,EU,Central
517,West Flanders,Belgium,EU,Central
540,Schleswig-Holstein,Germany,EU,Central
542,Tyrol,Austria,EU,Central
545,Franche-Comté,France,EU,Central
549,Corsica,France,EU,Central
579,Vaud,Switzerland,EU,Central
631,Styria,Austria,EU,Central
714,Limburg,Belgium,EU,Central
787,Friesland,Netherlands,EU,Central
843,Saarland,Germany,EU,Central
938,Hainaut,Belgium,EU,Central
945,Salzburg,Austria,EU,Central
956,Carinthia,Austria,EU,Central
964,Zeeland,Netherlands,EU,Central
979,Lucerne,Switzerland,EU,Central
1013,Liège,Belgium,EU,Central
1032,Bern,Switzerland,EU,Central
1048,Brussels,Belgium,EU,Central
1092,St. Gallen,Switzerland,EU,Central
4,Stockholm,Sweden,EU,North
5,Ontario,Canada,Canada,Canada
9,England,United Kingdom,EU,North
17,Yucatán,Mexico,LATAM,North
18,Granma,Cuba,LATAM,Caribbean
21,Santiago de Cuba,Cuba,LATAM,Caribbean
25,Veracruz,Mexico,LATAM,North
33,Pennsylvania,United States,US,East
38,California,United States,US,West
54,México,Mexico,LATAM,North
66,Coahuila,Mexico,LATAM,North
68,Delaware,United States,US,East
70,Jalisco,Mexico,LATAM,North
73,Västra Götaland,Sweden,EU,North
78,Baja California,Mexico,LATAM,North
81,Ohio,United States,US,East
83,La Romana,Dominican Republic,LATAM,Caribbean
88,Hovedstaden,Denmark,EU,North
92,South Denmark,Denmark,EU,North
97,Oregon,United States,US,West
99,Manitoba,Canada,Canada,Canada
100,Guerrero,Mexico,LATAM,North
101,Arizona,United States,US,West
102,Distrito Federal,Mexico,LATAM,North
123,Nevada,United States,US,West
133,Guantánamo,Cuba,LATAM,Caribbean
142,Oslo,Norway,EU,North
145,Tamaulipas,Mexico,LATAM,North
152,Duarte,Dominican Republic,LATAM,Caribbean
155,New York,United States,US,East
159,Santo Domingo,Dominican Republic,LATAM,Caribbean
169,Uppsala,Sweden,EU,North
172,Washington,United States,US,West
176,New Jersey,United States,US,East
178,Sancti Spíritus,Cuba,LATAM,Caribbean
194,Holguín,Cuba,LATAM,Caribbean
212,Dublin,Ireland,EU,North
223,Pinar del Río,Cuba,LATAM,Caribbean
237,Las Tunas,Cuba,LATAM,Caribbean
255,British Columbia,Canada,Canada,Canada
257,Colorado,United States,US,West
265,Uusimaa,Finland,EU,North
268,Utah,United States,US,West
276,Puebla,Mexico,LATAM,North
288,Ouest,Haiti,LATAM,Caribbean
289,Rogaland,Norway,EU,North
300,New Mexico,United States,US,West
304,Quebec,Canada,Canada,Canada
317,Massachusetts,United States,US,East
321,Scotland,United Kingdom,EU,North
327,San Pedro de Macorís,Dominican Republic,LATAM,Caribbean
335,Montana,United States,US,West
336,Chihuahua,Mexico,LATAM,North
338,Idaho,United States,US,West
342,Michoacán,Mexico,LATAM,North
343,Maryland,United States,US,East
346,San Luis Potosí,Mexico,LATAM,North
353,Camagüey,Cuba,LATAM,Caribbean
361,Artibonite,Haiti,LATAM,Caribbean
364,Guanajuato,Mexico,LATAM,North
365,Barahona,Dominican Republic,LATAM,Caribbean
382,Connecticut,United States,US,East
392,Nayarit,Mexico,LATAM,North
398,Martinique,Martinique,LATAM,Caribbean
406,Hidalgo,Mexico,LATAM,North
410,Sinaloa,Mexico,LATAM,North
418,Chiapas,Mexico,LATAM,North
419,New Hampshire,United States,US,East
431,Nuevo León,Mexico,LATAM,North
438,Cork,Ireland,EU,North
452,Santiago,Dominican Republic,LATAM,Caribbean
453,Durango,Mexico,LATAM,North
458,Cienfuegos,Cuba,LATAM,Caribbean
470,Halland,Sweden,EU,North
475,Sonora,Mexico,LATAM,North
488,Alberta,Canada,Canada,Canada
492,Saskatchewan,Canada,Canada,Canada
494,Colima,Mexico,LATAM,North
499,Villa Clara,Cuba,LATAM,Caribbean
503,Morelos,Mexico,LATAM,North
539,Maine,United States,US,East
590,Quintana Roo,Mexico,LATAM,North
594,Buskerud,Norway,EU,North
601,Campeche,Mexico,LATAM,North
604,Espaillat,Dominican Republic,LATAM,Caribbean
640,Saint Michael,Barbados,LATAM,Caribbean
657,Baja California Sur,Mexico,LATAM,North
665,Tabasco,Mexico,LATAM,North
668,Rhode Island,United States,US,East
674,Newfoundland,Canada,Canada,Canada
676,Isla de la Juventud,Cuba,LATAM,Caribbean
678,Saint Catherine,Jamaica,LATAM,Caribbean
687,Peravia,Dominican Republic,LATAM,Caribbean
698,Matanzas,Cuba,LATAM,Caribbean
703,San Juan,Dominican Republic,LATAM,Caribbean
725,Artemisa,Cuba,LATAM,Caribbean
731,Querétaro,Mexico,LATAM,North
733,Finland Proper,Finland,EU,North
766,Central Jutland,Denmark,EU,North
775,Wales,United Kingdom,EU,North
776,La Vega,Dominican Republic,LATAM,Caribbean
786,Kymenlaakso,Finland,EU,North
789,District of Columbia,United States,US,East
796,San Fernando,Trinidad and Tobago,LATAM,Caribbean
804,Chaguanas,Trinidad and Tobago,LATAM,Caribbean
809,Ciego de Ávila,Cuba,LATAM,Caribbean
841,South Dublin,Ireland,EU,North
844,Mayabeque,Cuba,LATAM,Caribbean
852,Skåne,Sweden,EU,North
853,Nova Scotia,Canada,Canada,Canada
877,Zacatecas,Mexico,LATAM,North
878,Monseñor Nouel,Dominican Republic,LATAM,Caribbean
901,Vermont,United States,US,East
922,Hedmark,Norway,EU,North
923,Guadeloupe,Guadeloupe,LATAM,Caribbean
927,San Cristóbal,Dominican Republic,LATAM,Caribbean
974,Hordaland,Norway,EU,North
1026,Oaxaca,Mexico,LATAM,North
1041,Wyoming,United States,US,West
1053,Södermanland,Sweden,EU,North
1054,Zealand,Denmark,EU,North
1059,Galway,Ireland,EU,North
1075,Värmland,Sweden,EU,North
1079,West Virginia,United States,US,East
1090,Vest-Agder,Norway,EU,North
2,New South Wales,Australia,APAC,Oceania
6,Auckland,New Zealand,APAC,Oceania
8,National Capital,Philippines,APAC,Southeast Asia
10,Sarawak,Malaysia,APAC,Southeast Asia
13,Nakhon Ratchasima,Thailand,APAC,Southeast Asia
29,Sumatera Barat,Indonesia,APAC,Southeast Asia
30,Ho Chí Minh City,Vietnam,APAC,Southeast Asia
42,Singapore,Singapore,APAC,Southeast Asia
48,Jawa Timur,Indonesia,APAC,Southeast Asia
49,Kiên Giang,Vietnam,APAC,Southeast Asia
50,Calabarzon,Philippines,APAC,Southeast Asia
51,Queensland,Australia,APAC,Oceania
57,Bangkok,Thailand,APAC,Southeast Asia
58,Jawa Barat,Indonesia,APAC,Southeast Asia
60,Jammu and Kashmir,India,APAC,Central Asia
62,Otago,New Zealand,APAC,Oceania
74,South Australia,Australia,APAC,Oceania
84,Bali,Indonesia,APAC,Southeast Asia
87,Western Australia,Australia,APAC,Oceania
96,Yangon,Myanmar (Burma),APAC,Southeast Asia
121,Wellington,New Zealand,APAC,Oceania
122,Northern Territory,Australia,APAC,Oceania
124,Madhya Pradesh,India,APAC,Central Asia
126,Sumatera Utara,Indonesia,APAC,Southeast Asia
139,Telangana,India,APAC,Central Asia
141,Jawa Tengah,Indonesia,APAC,Southeast Asia
149,Kalimantan Timur,Indonesia,APAC,Southeast Asia
156,Victoria,Australia,APAC,Oceania
160,Dhaka,Bangladesh,APAC,Central Asia
183,Pahang,Malaysia,APAC,Southeast Asia
189,Karnataka,India,APAC,Central Asia
201,Uttar Pradesh,India,APAC,Central Asia
205,Rajasthan,India,APAC,Central Asia
215,Maharashtra,India,APAC,Central Asia
216,Punjab,Pakistan,APAC,Central Asia
226,Jakarta,Indonesia,APAC,Southeast Asia
234,Sumatera Selatan,Indonesia,APAC,Southeast Asia
235,Tasmania,Australia,APAC,Oceania
251,Phnom Penh,Cambodia,APAC,Southeast Asia
267,Canterbury,New Zealand,APAC,Oceania
270,Western Visayas,Philippines,APAC,Southeast Asia
279,Th? Dô Hà N?i,Vietnam,APAC,Southeast Asia
282,Andhra Pradesh,India,APAC,Central Asia
290,Bay of Plenty,New Zealand,APAC,Oceania
294,Aceh,Indonesia,APAC,Southeast Asia
297,Australian Capital Territory,Australia,APAC,Oceania
298,Perak,Malaysia,APAC,Southeast Asia
309,West Bengal,India,APAC,Central Asia
318,Rajshahi,Bangladesh,APAC,Central Asia
324,Sindh,Pakistan,APAC,Central Asia
325,Nangarhar,Afghanistan,APAC,Central Asia
334,Sulawesi Tenggara,Indonesia,APAC,Southeast Asia
345,Tamil Nadu,India,APAC,Central Asia
367,Chittagong,Bangladesh,APAC,Central Asia
381,Yogyakarta,Indonesia,APAC,Southeast Asia
396,Southland,New Zealand,APAC,Oceania
403,Northland,New Zealand,APAC,Oceania
421,Sabah,Malaysia,APAC,Southeast Asia
424,Manawatu-Wanganui,New Zealand,APAC,Oceania
428,Punjab,India,APAC,Central Asia
433,Gujarat,India,APAC,Central Asia
435,Delhi,India,APAC,Central Asia
437,Marlborough,New Zealand,APAC,Oceania
440,Bengkulu,Indonesia,APAC,Southeast Asia
461,Kerala,India,APAC,Central Asia
501,Nusa Tenggara Timur,Indonesia,APAC,Southeast Asia
504,Central Luzon,Philippines,APAC,Southeast Asia
511,Trengganu,Malaysia,APAC,Southeast Asia
521,Kuala Lumpur,Malaysia,APAC,Southeast Asia
528,Kabul,Afghanistan,APAC,Central Asia
536,Bihar,India,APAC,Central Asia
556,Waikato,New Zealand,APAC,Oceania
558,Jharkhand,India,APAC,Central Asia
566,Northern Mindanao,Philippines,APAC,Southeast Asia
577,National Capital,Papua New Guinea,APAC,Oceania
596,Taranaki,New Zealand,APAC,Oceania
606,Sulawesi Utara,Indonesia,APAC,Southeast Asia
609,F.C.T.,Pakistan,APAC,Central Asia
627,Uttarakhand,India,APAC,Central Asia
648,Dà Nang,Vietnam,APAC,Southeast Asia
649,Odisha,India,APAC,Central Asia
662,Riau,Indonesia,APAC,Southeast Asia
666,Haryana,India,APAC,Central Asia
677,Khyber Pakhtunkhwa,Pakistan,APAC,Central Asia
691,Hawke's Bay,New Zealand,APAC,Oceania
706,Kalimantan Barat,Indonesia,APAC,Southeast Asia
708,Chhattisgarh,India,APAC,Central Asia
711,Nelson,New Zealand,APAC,Oceania
740,Assam,India,APAC,Central Asia
745,Jambi,Indonesia,APAC,Southeast Asia
757,Cordillera,Philippines,APAC,Southeast Asia
761,T?nh C?n Th?,Vietnam,APAC,Southeast Asia
762,Puducherry,India,APAC,Central Asia
788,Negeri Sembilan,Malaysia,APAC,Southeast Asia
795,Selangor,Malaysia,APAC,Southeast Asia
797,Khulna,Bangladesh,APAC,Central Asia
800,Baluchistan,Pakistan,APAC,Central Asia
834,Sylhet,Bangladesh,APAC,Central Asia
851,Gisborne,New Zealand,APAC,Oceania
870,Hirat,Afghanistan,APAC,Central Asia
885,Central,Nepal,APAC,Central Asia
888,Chandigarh,India,APAC,Central Asia
910,Kalimantan Selatan,Indonesia,APAC,Southeast Asia
924,Western,Sri Lanka,APAC,Central Asia
930,Nusa Tenggara Barat,Indonesia,APAC,Southeast Asia
944,Papua,Indonesia,APAC,Southeast Asia
954,Khánh Hòa,Vietnam,APAC,Southeast Asia
987,Sulawesi Tengah,Indonesia,APAC,Southeast Asia
1027,Maluku,Indonesia,APAC,Southeast Asia
1029,Kandahar,Afghanistan,APAC,Central Asia
1068,Manipur,India,APAC,Central Asia
1069,Tripura,India,APAC,Central Asia
23,Tottori,Japan,APAC,North Asia
27,Taipei City,Taiwan,APAC,North Asia
32,Jilin,China,APAC,North Asia
45,Yunnan,China,APAC,North Asia
55,Guangxi,China,APAC,North Asia
132,Hunan,China,APAC,North Asia
146,Shandong,China,APAC,North Asia
151,Guangdong,China,APAC,North Asia
158,Chongqing,China,APAC,North Asia
161,Hubei,China,APAC,North Asia
163,Henan,China,APAC,North Asia
170,Guizhou,China,APAC,North Asia
174,Jiangsu,China,APAC,North Asia
181,Daejeon,South Korea,APAC,North Asia
182,Shizuoka,Japan,APAC,North Asia
195,Liaoning,China,APAC,North Asia
197,Hong Kong,Hong Kong,APAC,North Asia
199,Saitama,Japan,APAC,North Asia
202,Heilongjiang,China,APAC,North Asia
204,Seoul,South Korea,APAC,North Asia
207,Tokyo,Japan,APAC,North Asia
208,Hebei,China,APAC,North Asia
228,Chiba,Japan,APAC,North Asia
233,Aichi,Japan,APAC,North Asia
245,Sichuan,China,APAC,North Asia
264,Shanghai,China,APAC,North Asia
269,Beijing,China,APAC,North Asia
306,Inner Mongolia,China,APAC,North Asia
315,Jeju,South Korea,APAC,North Asia
320,Zhejiang,China,APAC,North Asia
377,Anhui,China,APAC,North Asia
423,Ishikawa,Japan,APAC,North Asia
459,Saga,Japan,APAC,North Asia
477,Gansu,China,APAC,North Asia
505,Shanxi,China,APAC,North Asia
537,Gyeonggi,South Korea,APAC,North Asia
547,Ningxia,China,APAC,North Asia
553,Shaanxi,China,APAC,North Asia
555,Tianjin,China,APAC,North Asia
576,Fujian,China,APAC,North Asia
587,Daegu,South Korea,APAC,North Asia
632,Xinjiang Uygur,China,APAC,North Asia
633,Nagasaki,Japan,APAC,North Asia
655,Jiangxi,China,APAC,North Asia
659,Fukui,Japan,APAC,North Asia
675,Kanagawa,Japan,APAC,North Asia
715,Osaka,Japan,APAC,North Asia
755,Oita,Japan,APAC,North Asia
781,Gunma,Japan,APAC,North Asia
782,Ulsan,South Korea,APAC,North Asia
799,Tochigi,Japan,APAC,North Asia
816,Gyeongsangnam,South Korea,APAC,North Asia
866,Fukuoka,Japan,APAC,North Asia
876,Hyogo,Japan,APAC,North Asia
892,Yamaguchi,Japan,APAC,North Asia
926,Hainan,China,APAC,North Asia
940,Kagawa,Japan,APAC,North Asia
962,Mie,Japan,APAC,North Asia
969,Ulaanbaatar,Mongolia,APAC,North Asia
978,Qinghai,China,APAC,North Asia
982,Busan,South Korea,APAC,North Asia
996,Ibaraki,Japan,APAC,North Asia
1020,Hokkaido,Japan,APAC,North Asia
1051,Aomori,Japan,APAC,North Asia
1074,Nagano,Japan,APAC,North Asia
1077,Hiroshima,Japan,APAC,North Asia
1101,Okayama,Japan,APAC,North Asia
1106,Gangwon,South Korea,APAC,North Asia
1122,South Chungcheong,South Korea,APAC,North Asia
